Movie,StoryLine
"Lost
TV Series
2004–2010
TV-14
44m", 
"Star Trek: Lower Decks
TV Series
2020–
TV-14
25m","Boldly going where no one has gone before, Star Trek: Lower Decks follows the underdogs of Starfleet and their crazy adventures traversing the universe, helping civilizations and new life, and keeping up appearances without making total fools of themselves along the way. It's Star Trek, but more irreverent than you've ever seen it before. —Johnny"
"Dune
Original title: Dune: Part One
2021
PG-13
2h 35m", 
"Spider-Man: No Way Home
2021
PG-13
2h 28m","Peter Parker's secret identity is revealed to the entire world. Desperate for help, Peter turns to Doctor Strange to make the world forget that he is Spider-Man. The spell goes horribly wrong and shatters the multiverse, bringing in monstrous villains that could destroy the world."
"Manifest
TV Series
2018–
TV-14
43m", 
"The Umbrella Academy
TV Series
2019–2023
TV-14
1h", 
"Obi-Wan Kenobi
TV Mini Series
2022
TV-14", 
"Moonfall
2022
PG-13
2h 10m","In Moonfall, a mysterious force knocks the Moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it. With mere weeks before impact and the world on the brink of annihilation, NASA executive and former astronaut Jo Fowler is convinced she has the key to saving us all - but only one astronaut from her past, Brian Harper and a conspiracy theorist K.C. Houseman believe her. These unlikely heroes will mount an impossible last-ditch mission into space, leaving behind everyone they love, only to find that they just might have prepared for the wrong mission. —Centropolis Entertainment"
"Quantum Leap
TV Series
1989–1993
TV-PG
1h","Theorising that one could time travel within his own lifetime, Dr Sam Beckett stepped into the Quantum Leap Accelerator, and vanished. He awoke and found himself trapped in the past, facing mirror images that were not his own and driven by an unknown force to change history for the better. His only guide on this journey is Al, an observer from his own time, who appears in the form of a hologram that only Sam can see and hear. And so Dr Beckett finds himself leaping from life to life, striving to put right what once went wrong, and hoping each time that his next leap will be the leap home."
"Dark
TV Series
2017–2020
TV-MA
1h","The first German production from the world's leading Internet TV Network is set in a present-day German town where the disappearance of two young children exposes the double lives and fractured relationships among four families. In 10 hour-long episodes, the story takes on a surprising twist that ties back to the same town in 1986. —Wiedemann & Berg Television"
"Morbius
2022
PG-13
1h 44m","Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease."
"Hocus Pocus
1993
PG
1h 36m","300 years have passed since the Sanderson sisters were executed for practicing dark witchcraft. Returning to life thanks to a combination of a spell spoken before their demise and the accidental actions of Max, the new-kid-in-town, the sisters have but one night to secure their continuing existence... —anonymous"
"Smile
2022
R
1h 55m","After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. Rose must confront her troubling past in order to survive and escape her horrifying new reality."
"The Walking Dead
TV Series
2010–2022
TV-MA
44m","Sheriff Deputy Rick Grimes gets shot and falls into a coma. When awoken he finds himself in a Zombie Apocalypse. Not knowing what to do he sets out to find his family, after he's done that, he gets connected to a group to become the leader. He takes charge and tries to help this group of people survive, find a place to live and get them food. This show is all about survival, the risks and the things you'll have to do to survive. —jzirkle1"
"Hellraiser
2022
R
2h 1m","A take on Clive Barker's 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites, a group of sadistic supernatural beings from another dimension. —Hulu"
"Werewolf by Night
TV Special
2022
TV-14
52m","On a dark and somber night, a secret cabal of monster hunters emerge from the shadows and gather at the foreboding Bloodstone Temple following the death of their leader. In a strange and macabre memorial to the leader's life, the attendees are thrust into a mysterious and deadly competition for a powerful relic--a hunt that will ultimately bring them face to face with a dangerous monster. —Disney+"
"Anne Rice's Interview with the Vampire
Original title: Interview with the Vampire
TV Series
2022–
TV-MA","In the year 2022, the vampire Louis de Pointe du Lac lives in Dubai and seeks to tell the story of his life or afterlife to renowned journalist Daniel Molloy. Beginning in early 20th-century New Orleans, Louis' story follows his relationship with the vampire Lestat du Lioncourt and their formed family, including teen fledgling Claudia. Together, the vampire family endures immortality in New Orleans and beyond. As the interview continues in Dubai, Molloy discovers the truths beneath Louis' story. —Mr_McPickle"
"Mr. Harrigan's Phone
2022
PG-13
1h 44m","Craig, a young boy living in a small town, befriends older, reclusive billionaire, Mr. Harrigan. The two form a bond over books and an iPhone, but when the man passes away, the boy discovers that not everything dead is gone, and finds himself able to communicate with his friend from the grave through the iPhone that was buried with him."
"The Munsters
2022
PG
1h 49m","Reboot of ""The Munsters"", that followed a family of monsters who moves from Transylvania to an American suburb."
"American Horror Story
TV Series
2011–
TV-MA
1h","Physical and psychological horrors affect a decomposing family, workers and residents of an insane asylum, a coven of witches, a cast of circus freaks, the employees and guests at a struggling hotel, a family who moved into a mysterious farmhouse, the members of a small suburb in Michigan, the surviving members of the Apocalypse and the counselors of a creepy summer camp in this haunting anthology series, focusing on the themes of infidelity, sanity, oppression, discrimination, addiction and exploitation."
"The Midnight Club
TV Series
2022–
TV-MA
1h","A group of terminally ill teenage patients resides at Brightcliffe Hospice, and together they create the Midnight Club. They meet in secret at midnight to tell horror stories. Together the group forms a pact, that whoever dies first would make the effort to contact the rest of the Midnight Club members from beyond the grave."
